dealer,city,state,bac,model,vin,year,true_age_days,inventory_type,pressure_score
EMM CHEVROLET,Punxsutawney,PA,326321,Trailblazer,KL79MRSL2TB152990,2026,14,new,0.47
EMM CHEVROLET,Punxsutawney,PA,326321,Trailblazer,KL79MRSLXTB195053,2026,12,new,0.4
EMM CHEVROLET,Punxsutawney,PA,326321,Equinox,3GNAXPEG0TL441883,2026,0,new,0
EMM CHEVROLET,Punxsutawney,PA,326321,Equinox,3GNAXPEG4TL416033,2026,28,new,0.93
EMM CHEVROLET,Punxsutawney,PA,326321,Equinox,3GNAXTEG0TL493118,2026,8,new,0.27
EMM CHEVROLET,Punxsutawney,PA,326321,Silverado 1500,1GCPKKEK4TZ353470,2026,8,new,0.27
EMM CHEVROLET,Punxsutawney,PA,326321,Silverado 1500,2GCUKDED5T1189669,2026,8,new,0.27
EMM CHEVROLET,Punxsutawney,PA,326321,Silverado 2500 HD,1GC4KME72TF155501,2026,8,new,0.27
EMM CHEVROLET,Punxsutawney,PA,326321,Silverado 3500 HD,1GC4KTE78TF249893,2026,37,new,1.23
EMM CHEVROLET,Punxsutawney,PA,326321,Silverado 2500 HD,2GC4KNEY4T1171687,2026,44,new,1.47
EMM CHEVROLET,Punxsutawney,PA,326321,Suburban,1GNS6FK87TR257872,2026,62,new,20.07
MARTY'S CHEVROLET,bourne,MA,297105,Silverado EV,1GC10VEL4RU206139,2024,717,new,26
MARTY'S CHEVROLET,bourne,MA,297105,Blazer EV,3GNKDHRK0SS169180,2025,469,new,26
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 1500,1GCPKKEK8SZ159474,2025,457,new,32.18
MARTY'S CHEVROLET,bourne,MA,297105,Blazer EV,3GNKDGRJ7SS176399,2025,448,new,26
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 1500,1GCPKKEK9SZ162173,2025,420,new,32.18
MARTY'S CHEVROLET,bourne,MA,297105,Equinox EV,3GN7DSRR4SS197581,2025,398,new,38
MARTY'S CHEVROLET,bourne,MA,297105,Equinox EV,3GN7DSRRXSS197617,2025,398,new,38
MARTY'S CHEVROLET,bourne,MA,297105,Equinox EV,3GN7DSRR7SS197610,2025,388,new,38
MARTY'S CHEVROLET,bourne,MA,297105,Traverse,1GNERGRSXSJ270544,2025,323,new,11.75
MARTY'S CHEVROLET,bourne,MA,297105,Silverado EV,1GC405EL3TU403761,2026,269,new,26
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 1500,1GCPKKEK4SZ307829,2025,245,new,32.18
MARTY'S CHEVROLET,bourne,MA,297105,Equinox,3GNAXKEG0TL253268,2026,237,new,25.36
MARTY'S CHEVROLET,bourne,MA,297105,Suburban,1GNS5GKL6TR109855,2026,226,new,26
MARTY'S CHEVROLET,bourne,MA,297105,Suburban,1GNS6FKDXTR112709,2026,225,new,26
MARTY'S CHEVROLET,bourne,MA,297105,Equinox EV,3GN7DSRP9TS109110,2026,213,new,38
MARTY'S CHEVROLET,bourne,MA,297105,Tahoe,1GNS6SKD3TR131479,2026,209,new,23
MARTY'S CHEVROLET,bourne,MA,297105,Blazer,3GNKBJRS1SS270757,2025,205,new,23
MARTY'S CHEVROLET,bourne,MA,297105,Equinox EV,3GN7DSRP6TS121053,2026,182,new,38
MARTY'S CHEVROLET,bourne,MA,297105,Express Cargo,1GCWGAFP8S1272163,2025,181,new,11.75
MARTY'S CHEVROLET,bourne,MA,297105,Equinox EV,3GN7DSRP9TS123492,2026,177,new,38
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 1500,2GCUKEED9T1153358,2026,121,new,31.21
MARTY'S CHEVROLET,bourne,MA,297105,Trailblazer,KL79MUSL5TB113605,2026,107,new,21.57
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 1500,3GCPKCEK9TG248722,2026,87,new,30.08
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 1500,3GCPKCEK9TG250518,2026,87,new,30.08
MARTY'S CHEVROLET,bourne,MA,297105,Equinox,3GNAXPEG5TL400570,2026,87,new,23.26
MARTY'S CHEVROLET,bourne,MA,297105,Equinox,3GNAXTEG7TL395736,2026,87,new,23.26
MARTY'S CHEVROLET,bourne,MA,297105,Equinox,3GNAXPEG6TL399123,2026,84,new,23.16
MARTY'S CHEVROLET,bourne,MA,297105,Bolt,1G1FY6EV9VF103957,2027,76,new,13.03
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 2500 HD,2GC4KREY5T1170622,2026,69,new,6.97
MARTY'S CHEVROLET,bourne,MA,297105,Equinox,3GNAXTEG4TL425288,2026,69,new,22.66
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 1500,3GCUKHE83TG280862,2026,65,new,29.34
MARTY'S CHEVROLET,bourne,MA,297105,Colorado,1GCPTDEK9T1191035,2026,64,new,20.13
MARTY'S CHEVROLET,bourne,MA,297105,Corvette Stingray,1G1YC3D42T5110413,2026,62,new,12.57
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 2500 HD,1GC5KME71TF229916,2026,59,new,6.63
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 2500 HD,1GC5KME79TF230084,2026,59,new,6.63
MARTY'S CHEVROLET,bourne,MA,297105,Equinox,3GNAXTEG5TL429866,2026,59,new,22.32
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 1500,2GCUKEEDXT1173036,2026,58,new,29.11
MARTY'S CHEVROLET,bourne,MA,297105,Express Cargo,1GCZGHF70T1196509,2026,57,new,8.65
MARTY'S CHEVROLET,bourne,MA,297105,Equinox,3GNAXPEG3TL433678,2026,54,new,22.16
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 1500,1GCUKEED2TZ315550,2026,45,new,28.68
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 1500,3GCUKEED0TG296321,2026,45,new,28.68
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 1500,3GCUKFED2TG298013,2026,45,new,28.68
MARTY'S CHEVROLET,bourne,MA,297105,Equinox,3GNAXTEG4TL443144,2026,45,new,21.86
MARTY'S CHEVROLET,bourne,MA,297105,Trax,KL77LHEP7TC111347,2026,45,new,1.5
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 2500 HD,2GC4KNEY0T1177292,2026,44,new,6.13
MARTY'S CHEVROLET,bourne,MA,297105,Equinox,3GNAXPEG5TL448232,2026,42,new,21.76
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 2500 HD,1GC4KMEY7TF249060,2026,41,new,6.03
MARTY'S CHEVROLET,bourne,MA,297105,Traverse,1GNEVJKS2TJ305792,2026,41,new,8.12
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 1500,1GCUKDE85TZ326894,2026,37,new,28.41
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 2500 HD,1GC4KPEY8TF252163,2026,34,new,5.8
MARTY'S CHEVROLET,bourne,MA,297105,Bolt,1G1FY6EV9VF108169,2027,31,new,11.53
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 2500 HD,2GC4KME76T1181686,2026,31,new,5.7
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 1500,1GCUKDED2TZ327479,2026,30,new,28.18
MARTY'S CHEVROLET,bourne,MA,297105,Express Cargo,1GCWGAFP0T1220639,2026,30,new,7.75
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 2500 HD,2GC4KME78T1182239,2026,30,new,5.67
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 1500,3GCUKFEDXTG300851,2026,30,new,28.18
MARTY'S CHEVROLET,bourne,MA,297105,Equinox,3GNAXPEG0TL449580,2026,30,new,21.36
MARTY'S CHEVROLET,bourne,MA,297105,Equinox,3GNAXPEG3TL455745,2026,30,new,21.36
MARTY'S CHEVROLET,bourne,MA,297105,Equinox,3GNAXPEG5TL450837,2026,30,new,21.36
MARTY'S CHEVROLET,bourne,MA,297105,Corvette Z06,1G1YF3D35T5605428,2026,28,new,0.93
MARTY'S CHEVROLET,bourne,MA,297105,Trax,KL77LJEP0TC133486,2026,27,new,0.9
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 1500,1GCUKJE84TZ336606,2026,24,new,27.98
MARTY'S CHEVROLET,bourne,MA,297105,Equinox,3GNAXPEG3TL466728,2026,24,new,21.16
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 2500 HD,2GC4KNEYXT1180975,2026,22,new,5.4
MARTY'S CHEVROLET,bourne,MA,297105,Traverse,1GNEVGKS5TJ298744,2026,14,new,7.22
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 1500,2GCUKDED6T1187591,2026,14,new,27.64
MARTY'S CHEVROLET,bourne,MA,297105,Equinox,3GNAXPEG9TL476146,2026,10,new,20.69
MARTY'S CHEVROLET,bourne,MA,297105,Trax,KL77LHEP3TC138383,2026,10,new,0.33
MARTY'S CHEVROLET,bourne,MA,297105,Traverse,1GNEVJKS8TJ330860,2026,9,new,7.05
MARTY'S CHEVROLET,bourne,MA,297105,Silverado 1500,2GCUKDED8T1186295,2026,9,new,27.48
MARTY'S CHEVROLET,bourne,MA,297105,Express Cargo,1GCWGBF7XT1235283,2026,8,new,7.02
MARTY'S CHEVROLET,bourne,MA,297105,Corvette Stingray,1G1YC3D48T5113929,2026,6,new,10.7
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trax,KL77LHEP9TC054505,2026,140,new,21.67
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trax,KL77LHEP0TC148627,2026,2,new,17.07
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trax,KL77LGEP0TC152445,2026,1,new,17.03
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trailblazer,KL79MNSL5TB184969,2026,2,new,8.57
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trax,KL77LHEP5TC147439,2026,2,new,17.07
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trax,KL77LHEP0TC148790,2026,1,new,17.03
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trailblazer,KL79MNSL2TB185738,2026,6,new,8.7
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trax,KL77LJEP9TC143935,2026,2,new,17.07
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trax,KL77LJEP6TC125814,2026,28,new,17.93
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trax,KL77LJEP6TC125926,2026,27,new,17.9
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trax,KL77LKEP7TC077956,2026,79,new,19.63
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trax,KL77LJEP7TC078146,2026,91,new,20.03
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trax,KL77LJEPXTC077699,2026,79,new,19.63
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trax,KL77LKEP7TC124922,2026,15,new,17.5
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trailblazer,KL79MRSL4TB186445,2026,6,new,8.7
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trailblazer,KL79MRSL7TB191235,2026,2,new,8.57
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Equinox,3GNAXPEG9TL350840,2026,136,new,32.53
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trailblazer,KL79MRSL3TB184718,2026,6,new,8.7
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trailblazer,KL79MSSL0TB171142,2026,7,new,8.73
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trailblazer,KL79MSSL4TB170530,2026,14,new,8.97
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Bolt,1G1FY6EV3VF106756,2027,34,new,9.13
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trailblazer,KL79MRSL2TB162886,2026,6,new,8.7
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trailblazer,KL79MRSL4TB162890,2026,6,new,8.7
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Equinox,3GNAXHEG0TL444952,2026,28,new,28.93
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Equinox,3GNAXPEG6TL422724,2026,51,new,29.7
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Bolt,1G1FZ6EV6VF101421,2027,66,new,10.2
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trailblazer,KL79MUSL6TB087838,2026,141,new,13.2
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trailblazer,KL79MUSL4TB163203,2026,14,new,8.97
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Equinox,3GNAXPEG9TL310869,2026,171,new,33
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Equinox,3GNAXPEG4TL356934,2026,122,new,32.07
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Equinox,3GNAXPEG1TL446090,2026,31,new,29.03
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Bolt,1G1FZ6EV5VF106660,2027,14,new,8.47
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Equinox,3GNAXPEG6TL344526,2026,140,new,32.67
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Trailblazer,KL79MUSL7TB080798,2026,154,new,13.5
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Equinox,3GNAXPEG0TL310839,2026,171,new,33
"C. HARPER CHEVROLET, INC.",Belle Vernon,PA,113525,Equinox,3GNAXPEG7TL334636,2026,154,new,33
TRADITION CHEVROLET,Geneva,NY,288802,Equinox,3GNAXTEG7TL464683,2026,9,new,4.55
TRADITION CHEVROLET,Geneva,NY,288802,Silverado 2500 HD,1GC4KREYXTF272250,2026,9,new,0.3
TRADITION CHEVROLET,Geneva,NY,288802,Traverse,1GNEVGKS6TJ324834,2026,6,new,0.2
TRADITION CHEVROLET,Geneva,NY,288802,Trax,KL77LHEP4TC143124,2026,2,new,0.07
TRADITION CHEVROLET,Geneva,NY,288802,Trax,KL77LHEPXTC143533,2026,2,new,0.07
TRADITION CHEVROLET,Geneva,NY,288802,Trax,KL77LHEP3TC123530,2026,17,new,0.57
TRADITION CHEVROLET,Geneva,NY,288802,Trax,KL77LHEP2TC127925,2026,17,new,0.57
TRADITION CHEVROLET,Geneva,NY,288802,Trailblazer,KL79MRSL2TB164671,2026,29,new,5.63
TRADITION CHEVROLET,Geneva,NY,288802,Trailblazer,KL79MRSLXTB086964,2026,78,new,7.27
TRADITION CHEVROLET,Geneva,NY,288802,Trailblazer,KL79MRSL9TB160472,2026,2,new,4.73
TRADITION CHEVROLET,Geneva,NY,288802,Trax,KL77LHEP0TC129463,2026,2,new,0.07
TRADITION CHEVROLET,Geneva,NY,288802,Trax,KL77LJEP6TC108043,2026,51,new,1.7
TRADITION CHEVROLET,Geneva,NY,288802,Trailblazer,KL79MRSL7TB153150,2026,35,new,5.83
TRADITION CHEVROLET,Geneva,NY,288802,Trailblazer,KL79MRSL4TB152909,2026,7,new,4.9
TRADITION CHEVROLET,Geneva,NY,288802,Equinox,3GNAXTEG3TL466379,2026,2,new,4.32
TRADITION CHEVROLET,Geneva,NY,288802,Trax,KL77LJEPXTC085690,2026,37,new,1.23
TRADITION CHEVROLET,Geneva,NY,288802,Trax,KL77LHEP6TC096971,2026,56,new,1.87
TRADITION CHEVROLET,Geneva,NY,288802,Equinox,3GNAXTEG8TL469990,2026,2,new,4.32
TRADITION CHEVROLET,Geneva,NY,288802,Trax,KL77LJEP6TC108351,2026,51,new,1.7
TRADITION CHEVROLET,Geneva,NY,288802,Traverse,1GNERGKS9TJ277108,2026,2,new,0.07
TRADITION CHEVROLET,Geneva,NY,288802,Trax,KL77LHEP4TC129496,2026,2,new,0.07
TRADITION CHEVROLET,Geneva,NY,288802,Trailblazer,KL79MPSL7TB139625,2026,16,new,5.2
TRADITION CHEVROLET,Geneva,NY,288802,Equinox,3GNAXLEG7TL413345,2026,62,new,6.32
TRADITION CHEVROLET,Geneva,NY,288802,Equinox,3GNAXLEG3TL419661,2026,51,new,5.95
TRADITION CHEVROLET,Geneva,NY,288802,Trailblazer,KL79MUSL1TB138968,2026,2,new,4.73
TRADITION CHEVROLET,Geneva,NY,288802,Trax,KL77LHEP6TC142055,2026,23,new,0.77
TRADITION CHEVROLET,Geneva,NY,288802,Traverse,1GNEVGKS7TJ221194,2026,16,new,0.53
TRADITION CHEVROLET,Geneva,NY,288802,Traverse,1GNEVGKS2TJ330775,2026,9,new,0.3
TRADITION CHEVROLET,Geneva,NY,288802,Equinox,3GNAXLEG5TL491090,2026,9,new,4.55
TRADITION CHEVROLET,Geneva,NY,288802,Trailblazer,KL79MRSL3TB149418,2026,8,new,4.93
TRADITION CHEVROLET,Geneva,NY,288802,Trailblazer,KL79MUSL6TB193304,2026,6,new,4.87
TRADITION CHEVROLET,Geneva,NY,288802,Equinox,3GNAXHEG9TL469672,2026,2,new,4.32
TRADITION CHEVROLET,Geneva,NY,288802,Silverado 1500,3GCUKGEL3TG173275,2026,65,new,8.92
TRADITION CHEVROLET,Geneva,NY,288802,Silverado 1500,1GCUKGE87TZ280163,2026,42,new,8.15
TRADITION CHEVROLET,Geneva,NY,288802,Silverado 1500,3GCPKKEK2TG308799,2026,9,new,7.05
TRADITION CHEVROLET,Geneva,NY,288802,Silverado 1500,1GCPKBEK2TZ198580,2026,16,new,7.28
TRADITION CHEVROLET,Geneva,NY,288802,Silverado 2500 HD,1GC4KMEY7TF234980,2026,35,new,1.17
TRADITION CHEVROLET,Geneva,NY,288802,Tahoe,1GNS6MKDXTR199564,2026,59,new,1.97
TRADITION CHEVROLET,Geneva,NY,288802,Colorado,1GCPTCEK3T1214254,2026,33,new,1.1
TRADITION CHEVROLET,Geneva,NY,288802,Equinox,3GNAXHEG0TL410901,2026,52,new,5.98
TRADITION CHEVROLET,Geneva,NY,288802,Equinox,3GNAXPEGXTL403187,2026,24,new,5.05
TRADITION CHEVROLET,Geneva,NY,288802,Equinox,3GNAXSEGXTL450111,2026,24,new,5.05
TRADITION CHEVROLET,Geneva,NY,288802,Equinox,3GNAXTEG5TL445338,2026,24,new,5.05
TRADITION CHEVROLET,Geneva,NY,288802,Equinox,3GNAXHEGXTL472421,2026,8,new,4.52
MARITIME CHEVROLET,Fairfield,CT,294319,BrightDrop 400,2GCZJ2TZ1T9100029,2026,244,new,23
MARITIME CHEVROLET,Fairfield,CT,294319,Blazer EV,3GNKDGRJXSS109473,2025,391,new,23
MARITIME CHEVROLET,Fairfield,CT,294319,Silverado 1500,3GCUKCED6TG276143,2026,65,new,15.67
MARITIME CHEVROLET,Fairfield,CT,294319,Silverado 3500 HD Chassis Cab,1GB4KSE74SF139226,2025,472,new,26
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox EV,3GN7DMRP3TS143460,2026,139,new,65.97
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox EV,3GN7DMRP4TS143483,2026,127,new,65.57
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox EV,3GN7DMRP1TS143411,2026,139,new,65.97
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox EV,3GN7DMRP6TS143386,2026,139,new,65.97
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox EV,3GN7DMRP0TS143318,2026,127,new,65.57
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox EV,3GN7DMRP4TS143340,2026,127,new,65.57
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox EV,3GN7DMRP6TS143436,2026,127,new,65.57
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox EV,3GN7DMRP7TS143364,2026,127,new,65.57
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox EV,3GN7DMRP8TS143387,2026,127,new,65.57
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox EV,3GN7DMRP1TS157602,2026,28,new,62.27
MARITIME CHEVROLET,Fairfield,CT,294319,Express Cutaway 3500,1GB0GRFP2R1285896,2024,546,new,26
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox EV,3GN7DMRP3TS145774,2026,100,new,64.67
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox EV,3GN7DMRP4TS147002,2026,100,new,64.67
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox EV,3GN7DMRP6TS145770,2026,100,new,64.67
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox EV,3GN7DMRP1TS145773,2026,71,new,63.7
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox EV,3GN7DMRPXTS145769,2026,71,new,63.7
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox EV,3GN7DMRP8TS147004,2026,69,new,63.63
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox EV,3GN7DMRP4TS157609,2026,52,new,63.07
MARITIME CHEVROLET,Fairfield,CT,294319,Silverado 1500,1GCPKWEK2TZ291185,2026,69,new,15.8
MARITIME CHEVROLET,Fairfield,CT,294319,Corvette Stingray,1G1YB3D47T5107154,2026,143,new,25.77
MARITIME CHEVROLET,Fairfield,CT,294319,Silverado 1500,1GCRKWEK4TZ325006,2026,31,new,14.53
MARITIME CHEVROLET,Fairfield,CT,294319,Silverado 1500,1GCRKWEK9TZ325678,2026,31,new,14.53
MARITIME CHEVROLET,Fairfield,CT,294319,Express Cargo,1GCZGHF75S1251518,2025,301,new,26
MARITIME CHEVROLET,Fairfield,CT,294319,Tahoe,1GNS6RKDXTR289150,2026,44,new,7.47
MARITIME CHEVROLET,Fairfield,CT,294319,Tahoe,1GNS6RKD9TR290547,2026,42,new,7.4
MARITIME CHEVROLET,Fairfield,CT,294319,Corvette Stingray,1G1YA2D43T5107178,2026,143,new,25.77
MARITIME CHEVROLET,Fairfield,CT,294319,Silverado 3500 HD Chassis Cab,1GB3KSE72SF282722,2025,318,new,26
MARITIME CHEVROLET,Fairfield,CT,294319,Colorado,1GCPTBEK2T1214742,2026,28,new,0.93
MARITIME CHEVROLET,Fairfield,CT,294319,Silverado EV,1GC405EL7TU408994,2026,206,new,26
MARITIME CHEVROLET,Fairfield,CT,294319,Silverado EV,1GC405EL1TU408862,2026,205,new,26
MARITIME CHEVROLET,Fairfield,CT,294319,Silverado 2500 HD,2GC4KME72T1180664,2026,21,new,8.7
MARITIME CHEVROLET,Fairfield,CT,294319,Silverado 2500 HD,2GC4KME72T1185315,2026,21,new,8.7
MARITIME CHEVROLET,Fairfield,CT,294319,Express Cutaway 3500,1GB0GRFP5R1285729,2024,554,new,26
MARITIME CHEVROLET,Fairfield,CT,294319,Silverado 2500 HD,1GC5KME78TF213017,2026,77,new,10.57
MARITIME CHEVROLET,Fairfield,CT,294319,Express Cargo,1GCWGAFP0T1193118,2026,63,new,23.1
MARITIME CHEVROLET,Fairfield,CT,294319,Colorado,1GCPTDEK4T1231540,2026,8,new,0.27
MARITIME CHEVROLET,Fairfield,CT,294319,Suburban,1GNS6FKDXTR103119,2026,24,new,0.8
MARITIME CHEVROLET,Fairfield,CT,294319,Tahoe,1GNS6SKD1TR205661,2026,24,new,6.8
MARITIME CHEVROLET,Fairfield,CT,294319,Suburban,1GNS6FKD1TR276284,2026,57,new,1.9
MARITIME CHEVROLET,Fairfield,CT,294319,Tahoe,1GNS6SKD6TR249042,2026,78,new,8.6
MARITIME CHEVROLET,Fairfield,CT,294319,Traverse,1GNEVJKS0TJ293948,2026,37,new,1.23
MARITIME CHEVROLET,Fairfield,CT,294319,Traverse,1GNEVLKS3TJ314321,2026,28,new,0.93
MARITIME CHEVROLET,Fairfield,CT,294319,Traverse,1GNEVGKS9TJ313598,2026,31,new,1.03
MARITIME CHEVROLET,Fairfield,CT,294319,Traverse,1GNEVJKS5TJ313563,2026,31,new,1.03
MARITIME CHEVROLET,Fairfield,CT,294319,Traverse,1GNEVGKS2TJ296174,2026,49,new,1.63
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox,3GNAXPEG9TL410129,2026,78,new,36.73
MARITIME CHEVROLET,Fairfield,CT,294319,Trax,KL77LJEP8TC072081,2026,65,new,12.67
MARITIME CHEVROLET,Fairfield,CT,294319,Tahoe,1GNS6SKD5TR315113,2026,21,new,6.7
MARITIME CHEVROLET,Fairfield,CT,294319,Trax,KL77LJEP8TC116967,2026,41,new,11.87
MARITIME CHEVROLET,Fairfield,CT,294319,Bolt,1G1FZ6EVXVF103155,2027,84,new,32.05
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox,3GNAXPEG2TL416905,2026,71,new,36.49
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox,3GNAXPEG6TL470899,2026,21,new,34.83
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox,3GNAXSEG3TL430878,2026,63,new,36.23
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox EV,3GN7DSRR3SS198009,2025,398,new,66.33
MARITIME CHEVROLET,Fairfield,CT,294319,Corvette E-Ray,1G1YL2D41T5500154,2026,210,new,23
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox,3GNAXPEG7TL348648,2026,143,new,38.89
MARITIME CHEVROLET,Fairfield,CT,294319,Trailblazer,KL79MRSL6TB084404,2026,143,new,22.77
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox,3GNAXPEG3TL348663,2026,139,new,38.76
MARITIME CHEVROLET,Fairfield,CT,294319,Corvette Z06,1G1YF2D32T5603663,2026,127,new,22.23
MARITIME CHEVROLET,Fairfield,CT,294319,Bolt,1G1FY6EV2VF103122,2027,86,new,32.12
MARITIME CHEVROLET,Fairfield,CT,294319,Bolt,1G1FY6EV6VF102118,2027,86,new,32.12
MARITIME CHEVROLET,Fairfield,CT,294319,Bolt,1G1FZ6EV2VF102324,2027,86,new,32.12
MARITIME CHEVROLET,Fairfield,CT,294319,Bolt,1G1FZ6EV8VF103381,2027,84,new,32.05
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox,3GNAXPEG4TL401404,2026,84,new,36.92
MARITIME CHEVROLET,Fairfield,CT,294319,Bolt,1G1FY6EV5VF103552,2027,83,new,32.02
MARITIME CHEVROLET,Fairfield,CT,294319,Equinox,3GNAXPEG7TL409092,2026,71,new,36.49
MARITIME CHEVROLET,Fairfield,CT,294319,Bolt,1G1FY6EV4VF106037,2027,55,new,31.08
MARITIME CHEVROLET,Fairfield,CT,294319,Bolt,1G1FZ6EV8VF106071,2027,55,new,31.08
"KEDDIE CHEVROLET, INC.",Vandergrift,PA,113446,Equinox,3GNAXTEG7TL396451,2026,62,new,20.07
"KEDDIE CHEVROLET, INC.",Vandergrift,PA,113446,Silverado 1500,3GCNKAED5TG310937,2026,27,new,21.15
"KEDDIE CHEVROLET, INC.",Vandergrift,PA,113446,Colorado,1GCPTCEK7T1206562,2026,22,new,0.73
"KEDDIE CHEVROLET, INC.",Vandergrift,PA,113446,Traverse,1GNEVJKS3TJ284502,2026,3,new,0.1
"KEDDIE CHEVROLET, INC.",Vandergrift,PA,113446,Silverado 1500,3GCPKCEK0TG243473,2026,87,new,23.15
"KEDDIE CHEVROLET, INC.",Vandergrift,PA,113446,Silverado 1500,1GCUKGED1TZ291138,2026,65,new,22.42
"KEDDIE CHEVROLET, INC.",Vandergrift,PA,113446,Silverado 1500,3GCUKFE80TG250013,2026,80,new,22.92
"KEDDIE CHEVROLET, INC.",Vandergrift,PA,113446,Tahoe,1GNS6MKD6TR150281,2026,120,new,14.5
"KEDDIE CHEVROLET, INC.",Vandergrift,PA,113446,Tahoe,1GNS6RKD8TR288241,2026,37,new,11.73
